ts,x,y,z
1759970954.660823,0.0,0.0,0.0
1759970954.661088,0.0,0.0,0.0
1759970954.662665,0.0,0.0,-4.963467121609129
1759970954.663519,0.0,0.0,-4.658008553010539
1759970954.736369,0.0,0.0,-4.658008553010539
1759970954.737663,0.0,0.0,-4.655082387383425
1759970954.73888,0.0,0.0,-4.661749370443122
1759970954.740001,0.0,0.0,-4.660764726419399
1759970954.820367,0.0,0.0,-4.658060741815417
1759970954.8238459,0.0,0.0,-4.658060741815417
1759970954.827434,0.0,0.0,-4.659472949738804
1759970954.829772,0.0,0.0,-4.652806100824382
1759970954.898804,0.0,0.0,-4.648665406012075
1759970954.900578,0.0,0.0,-4.6519986022219975
1759970954.902486,0.0,0.0,-4.6519986022219975
1759970954.903983,0.0,0.0,-4.657013339321862
1759970954.980651,0.0,0.0,-4.665176473013615
1759970954.9843469,0.0,0.0,-4.667740242808463
1759970954.986774,0.0,0.0,-4.667740242808463
1759970954.98861,0.0,0.0,-4.681073618543332
1759970955.060173,0.0,0.0,-4.67520849725431
1759970955.063315,0.0,0.0,-4.67520849725431
1759970955.065892,0.0,0.0,-4.6746753932854315
1759970955.068036,0.0,0.0,-4.6746753932854315
1759970955.139034,0.0,0.0,-4.678716111561172
1759970955.142287,0.0,0.0,-4.678716111561172
1759970955.146126,0.0,0.0,-4.683209531140811
1759970955.150023,0.0,0.0,-4.683209531140811
1759970955.2183309,0.0,0.0,-4.6774600983260335
1759970955.220305,0.0,0.0,-4.684126433368716
1759970955.223295,0.0,0.0,-4.684126433368716
1759970955.2260292,0.0,0.0,-4.682890503193452
1759970955.299802,0.0,0.0,-4.683790000913544
1759970955.303244,0.0,0.0,-4.686875248844496
1759970955.306392,0.0,0.0,-4.680208452993433
1759970955.308606,0.0,0.0,-4.680208452993433
1759970955.379719,0.0,0.0,-4.6814253098939815
1759970955.3817348,0.0,0.0,-4.6814253098939815
1759970955.384876,0.0,0.0,-4.685912053293709
1759970955.387085,0.0,0.0,-4.702578838746543
1759970955.461739,0.0,0.0,-4.697292622168765
1759970955.464702,0.0,0.0,-4.696054752943082
1759970955.4673111,0.0,0.0,-4.686054953675386
1759970955.4696808,0.0,0.0,-4.686054953675386
1759970955.539881,0.0,0.0,-4.686834447251698
1759970955.5433018,0.0,0.0,-4.685282795332867
1759970955.546231,0.0,0.0,-4.685282795332867
1759970955.548882,0.0,0.0,-4.585282806348906
1759970955.6300411,4.146520107647724,5.113710971676208,-0.10967724388614364
1759970955.635797,4.146520107647724,5.113710971676208,-0.10967724388614364
1759970955.6502059,4.144757687856403,5.112245359770522,-0.11096060151126663
1759970955.652885,4.39085506549573,5.111489034088225,-0.2296865048675515
1759970955.7066822,4.39085506549573,5.111489034088225,-0.2296865048675515
1759970955.7135181,4.390805608938768,5.102472941191906,-0.2245731700981135
1759970955.7202408,4.400481207744714,5.110518928413066,-0.21706365514263892
1759970955.7237382,4.471324330659848,5.110298772303492,-0.24714972522276968
1759970955.7814112,4.471310944292167,5.107885665009117,-0.24579078030931845
1759970955.786855,4.471310944292167,5.107885665009117,-0.24579078030931845
1759970955.791934,4.471310944292167,5.107885665009117,-0.24579078030931845
1759970955.796139,4.471233146788082,5.1078209683973705,-0.24585245811499856
1759970955.867063,4.471299087407695,5.119693716192487,-0.2525172219932983
1759970955.873854,4.471299087407695,5.119693716192487,-0.2525172219932983
1759970955.879992,4.466475650643385,5.115682556883188,-0.25633986344521253
1759970955.884266,4.497094818764184,5.115588853128072,-0.26882606183260593
1759970955.9451,4.497061181734587,5.109541556743679,-0.2654471397553151
1759970955.950944,4.497061181734587,5.109541556743679,-0.2654471397553151
1759970955.956396,4.5181248921106825,5.1270581657136605,-0.24852760016623743
1759970955.960528,4.336736985367957,5.127617783442949,-0.17052343846234075
1759970956.026847,4.336590989935443,5.101022188670162,-0.15520757973583754
1759970956.033637,4.374331474237974,5.132405969143246,-0.125568569713978
1759970956.039798,4.374331474237974,5.132405969143246,-0.125568569713978
1759970956.043468,4.256512852488239,5.132767622895447,-0.06917346424795423
1759970956.108502,4.256512852488239,5.132767622895447,-0.06917346424795423
1759970956.1143758,4.256781116763746,5.1816153237091,-0.09735398387732164
1759970956.119627,4.288652783246431,5.208118461246574,-0.0720720645826135
1759970956.122699,3.7368308132623014,5.2098132269207,0.26227503553800713
1759970956.1853309,3.737211280746744,5.278947092022302,0.21998736024357501
1759970956.192396,3.737211280746744,5.278947092022302,0.21998736024357501
1759970956.1978,3.7187073093735243,5.263559637225394,0.2068256805513241
1759970956.201569,4.251134136691237,5.261924897634433,-0.1154408099455525
1759970956.267722,4.251288410377975,5.2900037130895585,-0.1304437324603105
1759970956.274225,4.251288410377975,5.2900037130895585,-0.1304437324603105
1759970956.279109,3.79767474429052,5.291396164192073,0.1347832286230456
1759970956.282589,3.8316037691223106,5.319610827360022,0.15967327887722094
1759970956.345242,3.8316037691223106,5.319610827360022,0.15967327887722094
1759970956.349758,3.8324772075309577,5.477948888880019,0.07467969715652378
1759970956.354775,3.7880986637574114,5.441041421491761,0.041302735093449394
1759970956.35972,3.7880986637574114,5.441041421491761,0.041302735093449394
1759970956.4257998,3.7894809432817183,5.692775229683751,-0.07506156396822106
1759970956.4315362,3.7894809432817183,5.692775229683751,-0.07506156396822106
1759970956.437118,3.725545991101844,5.639608240447533,-0.12316761859455727
1759970956.4408681,3.8691093641730143,5.639167371452907,-0.2125986751427451
1759970956.505982,3.870036922056979,5.807748735003753,-0.2776806548630937
1759970956.5139441,3.870036922056979,5.807748735003753,-0.2776806548630937
1759970956.520242,3.8676872331067798,5.805794793765459,-0.2795115651992355
1759970956.523938,3.636638188250975,5.806504244736441,-0.13413038914923603
1759970956.585386,3.6368545865103825,5.845637801299205,-0.14852178074200673
1759970956.591229,3.6401356149200894,6.442186048867779,-0.3070375262403118
1759970956.604931,3.6368296909419104,6.439436994435753,-0.3098713198551708
1759970956.60937,3.8952850815067257,6.438644438459744,-0.46348247871285375
1759970956.663946,3.895063869663233,6.398404531023404,-0.4565030104230312
1759970956.6692731,3.895063869663233,6.398404531023404,-0.4565030104230312
1759970956.673056,4.0030529287505,6.488205397538852,-0.3570983133357748
1759970956.676634,3.8144448565856846,6.488784549858074,-0.2500149545064556
1759970956.7475169,3.8142024858405823,6.444684867962631,-0.24250291586795125
1759970956.7534451,3.8142024858405823,6.444684867962631,-0.24250291586795125
1759970956.759348,3.815762673340428,6.445982272794104,-0.24105790622811463
1759970956.762951,3.780704075467467,6.44608573919548,-0.21959764234333012
1759970956.821527,3.780434915342942,6.397205648563774,-0.2105468638209116
1759970956.825931,3.7456469447614116,6.397313190943808,-0.1887046902832048
1759970956.830375,3.7456469447614116,6.397313190943808,-0.1887046902832048
1759970956.834528,3.7630417067663067,6.411777802455415,-0.17278915896083713
1759970956.9074712,3.7637869113627755,6.547132486429741,-0.1957718890035468
1759970956.9180028,3.7637869113627755,6.547132486429741,-0.1957718890035468
1759970956.9243321,3.744259116873005,6.530894904251142,-0.21415094355351527
1759970956.931193,3.7356053130665536,6.530921545258491,-0.208676576141979
1759970956.985214,3.737584725230651,6.532567452766093,-0.2068287749448584
1759970956.9911182,3.7369053465304,6.409103800676601,-0.18562040295073823
1759970956.9964259,3.7716241835308755,6.408996492475329,-0.20752889009735864
1759970957.0005708,3.7716241835308755,6.408996492475329,-0.20752889009735864
1759970957.066717,3.771504354556352,6.387237782190534,-0.2033379347162113
1759970957.0732312,3.771504354556352,6.387237782190534,-0.2033379347162113
1759970957.0784352,3.774613253787148,6.389822951833421,-0.20050622242009453
1759970957.082577,3.7920764029562415,6.389768946964939,-0.21134615591559036
1759970957.144938,3.792083330480488,6.391026493856202,-0.21159074782677045
1759970957.15183,3.792083330480488,6.391026493856202,-0.21159074782677045
1759970957.1578581,3.787757218156175,6.387429198164941,-0.21553978957116549
1759970957.162658,3.7965147267542028,6.387402130058528,-0.2209337059645372
1759970957.2261,3.796633539634502,6.409804697138104,-0.22522178936326331
1759970957.2321868,3.796633539634502,6.409804697138104,-0.22522178936326331
1759970957.2385721,3.78823287104114,6.402818952327883,-0.2328964181080132
1759970957.2419488,3.7620167926649057,6.402896121143747,-0.21664663293676845
1759970957.308195,3.7620107859333456,6.401805134513581,-0.21643851642267553
1759970957.312546,3.7620107859333456,6.401805134513581,-0.21643851642267553
1759970957.31718,3.7597553964066734,6.399929704913635,-0.21848218355398963
1759970957.3220139,3.785976013063537,6.399848763927968,-0.2347403141390354
1759970957.386643,3.7860089091118794,6.406662923402028,-0.23603040173744172
1759970957.392813,3.783335045690884,6.40443200629979,-0.238464904484755
1759970957.398222,3.783335045690884,6.40443200629979,-0.238464904484755
1759970957.401841,3.783335045690884,6.40443200629979,-0.238464904484755
1759970957.46331,3.7832451917947134,6.388114702295804,-0.23534236370759776
1759970957.470672,3.774733732932406,6.381037225350793,-0.24301731347379507
1759970957.475961,3.774733732932406,6.381037225350793,-0.24301731347379507
1759970957.480556,3.774733732932406,6.381037225350793,-0.24301731347379507
1759970957.545162,3.774892165606226,6.409814678418274,-0.24851757444154365
1759970957.55159,3.774892165606226,6.409814678418274,-0.24851757444154365
1759970957.557694,3.792320269785536,6.424314513639591,-0.23264419339400466
1759970957.561302,3.827520877587547,6.424206442835713,-0.2539874961555819
1759970957.627531,3.827520877587547,6.424206442835713,-0.2539874961555819
1759970957.6338649,3.8275851066618523,6.435893563716751,-0.2560970891670282
1759970957.639554,3.7923844948314573,6.436001622851886,-0.23476718623728055
1759970957.6442828,3.799617638751158,6.4420164853162944,-0.22809891309847585
1759970957.7054799,3.7999012448791962,6.493621370670696,-0.23690953647270285
1759970957.7133482,3.8086755190665254,6.493594442184576,-0.24225035665164485
1759970957.718719,3.8086755190665254,6.493594442184576,-0.24225035665164485
1759970957.722941,3.810610814691731,6.495203776099537,-0.24043776007804707
1759970957.785238,3.8103984714270602,6.456567081958853,-0.23394155811142692
1759970957.792643,3.8103984714270602,6.456567081958853,-0.23394155811142692
1759970957.799524,3.8057582207169665,6.452708390938125,-0.23824748732663326
1759970957.803197,3.814549746745175,6.4526814055184305,-0.2435814282417269
1759970957.867719,3.8146544011660715,6.471723623958401,-0.24685114546062203
1759970957.874536,3.8146544011660715,6.471723623958401,-0.24685114546062203
1759970957.881304,3.753479058120439,6.471907488747816,-0.20912698733522983
1759970957.8847098,3.7429219727712093,6.463129009433028,-0.21883492360382029
1759970957.9448378,3.7429219727712093,6.463129009433028,-0.21883492360382029
1759970957.9526389,3.7423585303732687,6.360762207087064,-0.19955021830892772
1759970957.958186,3.748845077665155,6.3661560638724835,-0.1937250758948258
1759970957.9628422,3.7662390203313376,6.366102296460734,-0.2046751728978633
1759970958.026067,3.766539526633932,6.420673449248347,-0.21524831267887423
1759970958.032659,3.7708574890795368,6.424263968172152,-0.21129826923513717
1759970958.0383391,3.7708574890795368,6.424263968172152,-0.21129826923513717
1759970958.041822,3.7361386316061185,6.424371233260756,-0.18940581149672897
